"Category","Disease","Gene Symbol","Type","PMID","Source"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AL445250.1","lncRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AL589684.1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AL713851.1","lncRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ALOX12-AS1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANKRD31","lncRNA","31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANO4","lncRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP000439.2","lncRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP000459.1","lncRNA","30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP000459.2","lncRNA","30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP000787.1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP000790.2","lncRNA","24755620  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP001046.1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP001058.3","lncRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP001790.1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP003119.3","lncRNA","33074286  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP005262.1","lncRNA","26049409  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APOC1P1","lncRNA","17474819  17975299  17998437  22005931  22832961  23419831  26830138  30636644  30979435  33074286  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ATP5MFP3","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AZIN1-AS1","lncRNA","22881374  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","B3GALT1-AS1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BACE1-AS","lncRNA","18587408  20380817  20507594  21785702  22535282  22817756  22928560  23562612  23791884  24531795  24667321  24857657  24970022  27338628  ","LncBookLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BCYRN1","lncRNA","17553964  20380817  21969146  23562612  26596549  ","LncBookLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BLOC1S4","lncRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BMP1","lncRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BMP2","lncRNA","22881374  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BX284656.2","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C10orf71","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C5orf64","lncRNA","22832961  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C9orf92","lncRNA","30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CALHM6-AS1","lncRNA","30712078  ","EWAS AtlasLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CAMK4","lncRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CARMN","lncRNA","25129075  ","EWAS AtlasLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CASC18","lncRNA","23419831  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CD33","lncRNA","18976728  21460841  24162737  28714976  30617256  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CDC5L","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CDKN2B-AS1","lncRNA","18761660  23791884  ","LncBookLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CLU","lncRNA","19734902  21460841  21627779  24162737  25778476  28714976  30617256  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","COL4A4","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","COX10-AS1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CSTP2","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTC-236F12.4","lncRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTC-459F4.3","lncRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTC-756D1.2","lncRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTD-2311M21.5","lncRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTD-2517M22.14","lncRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTD-3187F8.11","lncRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTHRC1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CYP1B1-AS1","lncRNA","30045751  ","LncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DDX25","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DIP2C-AS1","lncRNA","30712078  30830696  ","EWAS AtlasLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DLEU1","lncRNA","25129075  ","EWAS AtlasLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DLEU2","lncRNA","25129075  ","EWAS AtlasLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DRAIC","lncRNA","30712078  ","EWAS AtlasLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DSTNP5","lncRNA","22881374  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","DYNLL1P4","lncRNA","22005931  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EDIL3-DT","lncRNA","23419831  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EGLN3","lncRNA","30820047  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EPHA1-AS1","lncRNA","21460841  24162737  25778476  30617256  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ETS1","lncRNA","22881374  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","EYA4","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","F13A1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FAM181A-AS1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FGF10","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","FP325330.2","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","G3BP1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","GDNF-AS1","lncRNA","22081608  ","LncBook"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HAR1A","lncRNA","22817756  ","LncBookLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HAR1B","lncRNA","22817756  ","LncBookLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HAS2-AS1","lncRNA","22159054  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HID1-AS1","lncRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HMGB3P12","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HNRNPKP3","lncRNA","33074286  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HOXA-AS2","lncRNA","25129075  30045751  ","EWAS AtlasLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","HRK","lncRNA","22005931  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-7154","lncRNA","31055733  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","IL21-AS1","lncRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","INHCAP","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","INSIG1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","IQUB","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","KCNQ1OT1","lncRNA","30712078  ","EWAS AtlasLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","KDM1B","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","KHDRBS2-OT1","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","KIAA1614-AS1","lncRNA","30830696  ","LncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LHX1-DT","lncRNA","30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC00290","lncRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC00343","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC00476","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC00634","lncRNA","30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC00877","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC00917","lncRNA","26830138  30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01016","lncRNA","22005931  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01080","lncRNA","25019275  ","LncBookLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01117","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01122","lncRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01151","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01184","lncRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01185","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01243","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01271","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01326","lncRNA","23419831  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01419","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01505","lncRNA","22881374  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01567","lncRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01616","lncRNA","26318290  ","LncBookLncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01671","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01684","lncRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01712","lncRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01725","lncRNA","20061627  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01772","lncRNA","27992375  ","LncRNAWiki2.0"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01789","lncRNA","22832961  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01801","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01960","lncRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC01965","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02008","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02098","lncRNA","22881374  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02109","lncRNA","30820047  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02177","lncRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02181","lncRNA","22005931  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02254","lncRNA","33074286  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02268","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02307","lncRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02325","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02460","lncRNA","26049409  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02518","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02532","lncRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","LINC02580","lncRNA","30045751  ","LncRNAWiki2.0"
